# schema=sow-physical-migration-ledger/v1
# Bound source: legacy-physical-topology.tsv (current local read-only inventory only).
# Columns: kind owner source components disposition lifecycle_evidence signer_evidence targets
# "policy-unverified" values are reversible migration defaults, not observed lifecycle facts.
# "not-claimed" and "not-inventory" are explicit non-claims, never successful verification.
apt-suite	apt-infra	generic	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-mssql	focal	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-mssql	jammy	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-mssql	noble	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	bookworm	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	bullseye	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	jammy	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	noble	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	resolute	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-percona	trixie	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	bookworm-pgdg	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	bookworm-pgdg-testing	18,19,main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	bullseye-pgdg	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	bullseye-pgdg-testing	18,19,main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	jammy-pgdg	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	jammy-pgdg-testing	18,19,main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	noble-pgdg	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	noble-pgdg-testing	18,19,main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	trixie-pgdg	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgdg	trixie-pgdg-testing	18,19,main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-bookworm	bookworm	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-bullseye	bullseye	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-focal	focal	main	mapped-review-required	frozen-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-jammy	jammy	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-noble	noble	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-resolute	resolute	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
apt-suite	apt-pgsql-trixie	trixie	main	mapped-review-required	active-policy-unverified	release-signature-not-inventory	cf,cos
yum-repo	yum-gpsql-el7	yum/gpsql/el7.{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-gpsql-el8	yum/gpsql/el8.{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-gpsql-el9	yum/gpsql/el9.{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-infra-legacy-compat	yum/infra/{arch}	-	quarantine-compat	cross-el-unresolved	metadata-not-claimed+payload-keyring-unverified	none
yum-repo	yum-mssql-el7	yum/mssql/el7.{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-mssql-el8	yum/mssql/el8.{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-mssql-el9	yum/mssql/el9.{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-percona-el10	yum/percona/el10.{arch}	-	mapped-separate-noarch-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-percona-el8	yum/percona/el8.{arch}	-	mapped-separate-noarch-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-percona-el9	yum/percona/el9.{arch}	-	mapped-separate-noarch-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-13-el10	yum/pgdg/13/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-13-el7	yum/pgdg/13/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-13-el8	yum/pgdg/13/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-13-el9	yum/pgdg/13/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-14-el10	yum/pgdg/14/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-14-el7	yum/pgdg/14/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-14-el8	yum/pgdg/14/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-14-el9	yum/pgdg/14/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-15-el10	yum/pgdg/15/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-15-el7	yum/pgdg/15/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-15-el8	yum/pgdg/15/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-15-el9	yum/pgdg/15/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-16-el10	yum/pgdg/16/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-16-el8	yum/pgdg/16/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-16-el9	yum/pgdg/16/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-17-el10	yum/pgdg/17/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-17-el8	yum/pgdg/17/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-17-el9	yum/pgdg/17/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-18-el10	yum/pgdg/18/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-18-el8	yum/pgdg/18/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-18-el9	yum/pgdg/18/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-pgdg-centos8-sysupdates-el8	yum/pgdg/common/pgdg-centos8-sysupdates/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-pgdg-rhel10-sysupdates-el10	yum/pgdg/common/pgdg-rhel10-sysupdates/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-pgdg-rocky10-sysupdates-el10	yum/pgdg/common/pgdg-rocky10-sysupdates/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-pgdg-rocky9-sysupdates-el9	yum/pgdg/common/pgdg-rocky9-sysupdates/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-el10	yum/pgdg/common/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-el7	yum/pgdg/common/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-el8	yum/pgdg/common/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-common-el9	yum/pgdg/common/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-extras-el10	yum/pgdg/extras/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-extras-el7	yum/pgdg/extras/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-extras-el8	yum/pgdg/extras/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-extras-el9	yum/pgdg/extras/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-13-el10	yum/pgdg/non-free/13/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-13-el7	yum/pgdg/non-free/13/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-13-el8	yum/pgdg/non-free/13/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-13-el9	yum/pgdg/non-free/13/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-14-el10	yum/pgdg/non-free/14/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-14-el7	yum/pgdg/non-free/14/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-14-el8	yum/pgdg/non-free/14/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-14-el9	yum/pgdg/non-free/14/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-15-el10	yum/pgdg/non-free/15/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-15-el7	yum/pgdg/non-free/15/redhat/rhel-7-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-15-el8	yum/pgdg/non-free/15/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-15-el9	yum/pgdg/non-free/15/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-16-el10	yum/pgdg/non-free/16/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-16-el8	yum/pgdg/non-free/16/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-16-el9	yum/pgdg/non-free/16/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-17-el10	yum/pgdg/non-free/17/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-17-el8	yum/pgdg/non-free/17/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-17-el9	yum/pgdg/non-free/17/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-18-el10	yum/pgdg/non-free/18/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-18-el8	yum/pgdg/non-free/18/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-non-free-18-el9	yum/pgdg/non-free/18/redhat/rhel-9-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-testing-18-el10	yum/pgdg/testing/18/redhat/rhel-10-{arch}	-	mapped-review-required	active-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
yum-repo	yum-pgdg-testing-18-el8	yum/pgdg/testing/18/redhat/rhel-8-{arch}	-	mapped-review-required	frozen-policy-unverified	metadata-not-claimed+payload-keyring-unverified	cf,cos
